codigo,descripcion,unidades_por_bulto
001817,NECTAR DE DURAZNO SIN AZUCAR TBA NATULAC 1 LT,12
001852,NECTAR DE DURAZNO SIN AZUCAR  TPA NATULAC 250 ML,24
002707,NECTAR DE DURAZNO SIN AZUCAR VIVO 1 LT,12
002704,NECTAR DE DURAZNO TRIPACK S/AZUCAR VIVO 190 ML,8
000979,NECTAR DE DURAZNO YUKY-PAK 250 ML,24
003802,NECTAR DE GUAYABA Y PIÑA DEL MONTE 200 ML,27
003366,NECTAR DE MANGO DEL MONTE 200 ML,27
000950,NECTAR DE MANZANA DEL MONTE 200 ML,27
005141,NECTAR DE MANZANA GRANJA 200 ML,27
004113,NECTAR DE MANZANA KAITO 200 ML,27
001828,NECTAR DE MANZANA NATULAC 250 ML,24
002336,NECTAR DE MANZANA NATULAC BOTELLA 500 ML,1
001835,NECTAR DE MANZANA NATULAC CARTON 500 ML,12
001844,NECTAR DE MANZANA NATULAC SIX PACK 150 ML,6
27033,NECTAR DE MANZANA S/A VIVO 190 ML,1
001819,NECTAR DE MANZANA SIN AZUCAR NATULAC 1 LT,12
001854,NECTAR DE MANZANA SIN AZUCAR TPA NATULAC 250 ML,24
002708,NECTAR DE MANZANA SIN AZUCAR VIVO 1 LT,12
003841,NECTAR DE MANZANA TPA NATULAC 330 ML,12
002703,NECTAR DE MANZANA TRIPACK S/A VIVO 190 ML,8
004931,NECTAR DE MANZANA YUKERY 250 ML,12
004393,NECTAR DE MANZANA YUKERY 335 ML,24
000980,NECTAR DE MANZANA YUKY-PAK YUKERY 250 ML,24
002330,NECTAR DE NARANJA NATULAC BOTELLA 500 ML,1
001839,NECTAR DE NARANJA NATULAC CARTON 500 ML,1
27011,NECTAR DE NARANJA S/A VIVO 190 ML,1
002705,NECTAR DE NARANJA SIN AZUCAR VIVO 1 LT,12
002702,NECTAR DE NARANJA TRIPACK S/A VIVO 190 ML,8
000951,NECTAR DE PERA DEL MONTE 200 ML,27
005142,NECTAR DE PERA GRANJA 200 ML,27
000864,NECTAR DE PERA LIGHT SANTAL 1.5 LT,6
004268,NECTAR DE PERA-MANZANA SIX PACK NATULAC 250 ML,1
001827,NECTAR DE PERA NATULAC 250 ML,24
003799,NECTAR DE PERA NATULAC 330 ML,12
002334,NECTAR DE PERA NATULAC BOTELLA 500 ML,12
001833,NECTAR DE PERA NATULAC CARTON 500 ML,1
000081,NECTAR DE PERA NATULAC SIX PACK 150 ML,1
001843,NECTAR DE PERA NATULAC SIX PACK 150 ML,6
001818,NECTAR DE PERA SIN AZUCAR TBA NATULAC 1 LT,12
001853,NECTAR DE PERA SIN AZUCAR TPA NATULAC 250 ML,24
000981,NECTAR DE PERA YUKY-PAK YUKERY 250 ML,24
27022,NECTAR DE PIÑA S/A VIVO 190 ML,1
002706,NECTAR DE PIÑA SIN AZUCAR VIVO 1 LT,12
002701,NECTAR DE PIÑA TRIPACK S/A VIVO 190 ML,8
001822,NECTAR DE TAMARINDO NATULAC ALUMINIO 340 ML,1
000142,NECTARINA KG,1
004680,NECTAR MANGO-PARCHITA YUKY-PAK YUKERY 250 ML,24
004269,NECTAR PIÑA-BANANA YUKY-PAK 250 ML,24
003334,NISPERO CHINO KG,1
000690,NISPERO KG,1
003192,NUECES KG,10
004213,NUEZ MOSCADA MOLIDA KALDINI 110 GR,24
004148,NUGGETS DE POLLO DEL CORRAL 462 GR,1
000021,NUGGETS PUROLOMO KG,1
003039,OCUMO CHINO KG,1
000141,OCUMO KG,1
004889,ONOTO 250 GR,1
000587,ONOTO BANDEJA 150 GR,1
004506,ONOTO EN GRANO COND. ALIS 100 GR,50
001513,ONOTO IBERIA 6 GR,144
003425,ONOTO LIQUIDO MC CORMICK 150 ML,24
001333,OREGANO ENTERO MC CORMICK 26 GR,6
004441,OREGANO MOLIDO GRUESO LA COMADRE 30 GR,12
001334,OREGANO MOLIDO MC CORMICK 52 GR,6
003761,PABILO UND,1
001525,PALA GRANDE DIAMANTE,12
001662,PALITOS DE CHOCOLATE DANIBISK 150 GR,1
002122,PALMITOS ENTEROS KALDINI 400 GR,24
001607,PALMITOS ENTEROS MARY 400 GR,24
001316,PAN 7 GRANOS INTEGRAL OROWEAT BIMBO 600 GR,1
003214,PAN ACEMITA GRANJA 10 UND,1
003883,PANADERIA CESTAS 2.2,1
005281,PAÑAL BASIC TALLA G OKI 40 UND,5
005280,PAÑAL BASIC TALLA M OKI 40 UND,5
005282,PAÑAL BASIC TALLA XG OKI 40 UND,5
004181,PAÑAL CONFORT SEC TALLA M PAMPERS 24 UND,12
004273,PAÑAL CONFORT SEC TALLA P PAMPERS 28 UND,4
001551,PAÑAL DE BEBE TALLA G CHICCO 20 UND,8
001550,PAÑAL DE BEBE TALLA M CHICCO 20 UND,8
001552,PAÑAL DE BEBE TALLA XG CHICCO 20 UND,8
004152,PAÑALES DE ADULTOS CLASSIC TALLA M SECUREZZA 6 UND,6
001549,PAÑALES DE ADULTOS COMFORT TALLA L SECUREZZA 6 UND,6
001548,PAÑALES DE ADULTOS COMFORT TALLA M SECUREZZA 6 UND,6
004151,PAÑAL PARA ADULTOS CLASSIC TALLA L SECUREZZA 6 UND,6
002955,PAÑAL PARA BEBE A GRANEL TALLA G 10 UND,1
003168,PAÑAL PARA BEBE A GRANEL TALLA XG 10 UND,1
003051,PAÑAL PARA BEBES BASIC TALLA G OKI 10 UND,20
003050,PAÑAL PARA BEBES BASIC TALLA M OKI x 11,20
003052,PAÑAL PARA BEBES BASIC TALLA XG OKI x 9,20
004183,PAÑAL PARA BEBES CONFORT SEC TALLA G PAMPERS 20 UND,8
004184,PAÑAL PARA BEBES CONFORT SEC TALLA XG PAMPERS 18 UND,8
004182,PAÑAL PARA BEBES CONFORT SEC TALLA XXG PAMPERS 16 UND,8
004232,PAÑAL PARA BEBES TALLA M BABY FINGER 10 UND,24
004233,PAÑAL PARA BEBES TALLA P BABY FINGER 10 UND,24
002193,PAÑAL PARA BEBES TALLA P BABY FINGER 20 UND,12
004244,PAÑAL PARA BEBES TALLA XG BABY FINGER 10 UND,24
004243,PAÑAL PARA BEBE TALLA G BABY FINGER 10 UND,24
003045,PAÑAL PREMIUM TALLA P OKI 30 UND,6
004296,PAÑAL RECIEN NACIDO BABY FINGER 10 UND,1
002195,PAÑAL TALLA G BABY FINGER 18 UND,1
002194,PAÑAL TALLA M BABY FINGER 18 UND,1
002196,PAÑAL TALLA XG BABY FINGER 16 UND,1
004454,PAÑAL TIPO PANTS TALLA L SECUREZZA 10 UND,1
004453,PAÑAL TIPO PANTS TALLA M SECUREZZA 10 UND,1
005287,PAÑAL TIPO PANTS TALLA XL SECUREZZA 10 UND,8
003225,PAN ANDINO DOBLE GRANJA 600 GR,1
004473,PAN ARABE BLANCO AMESA 380 GR,1
004472,PAN ARABE BLANCO CRUSTISSIMO 5 UND,1
001965,PAN ARABE EL FAMOSO 380 GR,1
005089,PAN ARABE GRANJA 320 GR,1
003540,PAN ARABE LIGHT EL FAMOSO,1
001318,PAN ARTESANO BIMBO 500 GR,1
001300,PAN ARTESANO INTEGRAL BIMBO 500 GR,1
001305,PAN BLANCO HOLSUM 420 GR,1
004460,PAN BLANCO RUSTICO CRUSTISSIMO 500 GR,1
003226,PAN CAMPESINO DOBLE GRANJA 600 GR,1
003404,PAN CERO CERO INTEGRAL BIMBO 500 GR,1
001319,PAN CONTIGO BLANCO BIMBO 350 GR,1
001308,PAN CONTIGO DIET BIMBO 350 GR,1
004466,PAN CROISSANT BRIOCHE CRUSTISSIMO 340 GR,1
003222,PAN DE COCO GRANJA 8 UND,1
001298,PAN DE HAMBURGUESA ARTESANAL BIMBO 400 GR,1
001315,PAN DE HAMBURGUESA BIMBO 630 GR,1
005001,PAN DE HAMBURGUESA CRUSTISSIMO 150 GR,1
004462,PAN DE HAMBURGUESA CRUSTISSIMO 600 GR,1
004324,PAN DE HAMBURGUESA HOLSUM 360 GR,1
001294,PAN DE HAMBURGUESA MORAN 8 UND 730 GR,1
001311,PAN DE MANTEQUILLA BIMBO 500 GR,1
004461,PAN DE MANTEQUILLA CRUSTISSIMO 500 GR,1
001309,PAN DE MANTEQUILLA HOLSUM 420 GR,1
003229,PAN DE NARANJA DOBLE GRANJA 600 GR,1
001310,PAN DE PERRO CALIENTE CON AJONJOLI FIESTA BIMBO 420 GR,1
001410,PAN DE PERRO CALIENTE CON AJONJOLI JUMBO BIMBO 500 GR,1
004463,PAN DE PERRO CALIENTE JUMBO CRUSTISSIMO 500 GR,1
005002,PAN DE PERRO CRUSTISSIMO 200 GR,1
004323,PAN DE PERRO FIESTA HOLSUM 420 GR,1
003219,PAN DE PERRO GRANJA 10 UND 750 GR,1
003854,PAN DE SANDWICH BLANCO BIMBO 500 GR,1
004455,PAN DE SANDWICH BLANCO CRUSTISSIMO 500 GR,1
004416,PAN DE SANDWICH BLANCO PAL DIA CRUSTISSIMO 420 GR,1
003228,PAN DE SANDWICH GRANJA 500 GR,1
005302,PANETON ARTESANO CHOCOAVELLANA BIMBO 450 GR,1
002606,PANETON DE FRUTAS CONFITADAS Y UVAS PASAS BIMBO 450 GR,1
005304,PANETON GOTAS DE CHOCOLATE Y NUECES BIMBO 450 GR,1
004573,PANETTONE C/ FRUTAS ONCE ONCE 100 GR,1
001547,PANETTONE DE CHOCOLATE ONCE ONCE 100 GR,1
001546,PANETTONE DE CHOCOLATE ONCE ONCE 500 GR,1
003215,PAN HAMBURGUESA GRANJA 6 UND,1
004459,PAN INTEGRAL 100% 9 GRANOS Y SEMILLAS CRUSTISSIMO 550 GR,1
004458,PAN INTEGRAL + AJONJOLI CRUSTISSIMO 500 GR,1
004457,PAN INTEGRAL ALTO EN FIBRA CRUSTISSIMO 420 GR,1
001291,PAN INTEGRAL AVENA LINAZA Y MIEL BIMBO 600 GR,1
001306,PAN INTEGRAL HOLSUM 420 GR,1
001290,PAN INTEGRAL MULTI CEREAL BIMBO 600 GR,1
002260,PAÑITO AMARILLO,120
003221,PAN LARGO DE GUAYABA GRANJA 500 GR,1
003220,PAN LARGO FRUTAS GRANJA 500 GR,1
003230,PAN MARMOLEADO REDONDO GRANJA 300 GR,1
001314,PAN MOLIDO BIMBO 300 GR,1
005000,PAN MOLIDO CRUSTISSIMO 250 GR,1
004228,PAN MULTICEREAL HOLSUM 580 GR,1
004208,PAÑO MULTIUSO EL TITAN 4 UND,16
003403,PAN PARA HAMBURGUESA BIMBO 400 GR,1
001307,PAN PERRO CALIENTE HOLSUM 500 GR,1
004468,PANQUE DE CHOCOLATE CRUSTISSIMO 50 GR,1
001536,PANQUE DE CHOCOLATE ONCE ONCE 65 GR,144
001537,PANQUE DE CHOCOLATE ONCE ONCE PAQ 6 UND 390 GR,24
001529,PANQUE DE FRUTAS ONCE ONCE PAQ 6 UND,1
004474,PANQUE DE VAINILLA CRUSTISSIMO 50 GR,1
001535,PANQUE DE VAINILLA ONCE ONCE PAQ 6 UND 390 GR,24
004107,PANQUE DE VAINILLA TRIGO DE ORO 3 UND,24
004090,PANQUE DE VAINILLA Y CHOCOLATE TRIGO DE ORO 3 UND,24
003479,PANQUE FUDGE ONCE ONCE 85 GR,144
001540,PANQUE FUDGE ONCE ONCE PAQ 6 UND 510 GR,24
004467,PANQUE MARMOLEADO CRUSTISSIMO 50 GR,1
003481,PANQUE MINI FUDGE ONCE ONCE PAQ 6 UND 240 GR,24
003480,PANQUE MINI FUGDE ONCE ONCE 40 GR,144
004311,PANQUE MINI VAINILLA ONCE ONCE 6 UND 180 GR,24
004123,PANQUE VAINILLA ONCE ONCE 65 GR,144
004417,PAN SANDWICH BLANCO CRUSTISSIMO 1.250 GR,1
004456,PAN SIN CONCHA CRUSTISSIMO 600 GR,1
000098,PAPA BLANCA KG,1
000388,PAPA EN MALLA KG,1
000409,PAPA GRANOLA KG,1
002665,PAPAS CEBOLLA Y PEREJIL PUNCH MUNCHY 150 GR,20
003465,PAPAS CON SAL JACKS FRITO LAY 80 GR,18
002657,PAPAS CON SAL PUNCH MUNCHY 80 GR,20
001462,PAPAS DE QUESO RUFFLES FRITO LAY 125 GR,18
004226,PAPAS DE QUESO RUFFLES FRITO LAY 300 GR,8
002629,PAPAS FRITAS FRITO KING 1 KG,1
001461,PAPAS FRITAS ORIGINAL RUFFLES  FRITO LAY 125 GR,18
001788,PAPAS FRITAS RALLADAS FRITZ YILL 160 GR,12
004737,PAPAS ORIGINAL RUFFLES FRITO LAY 300 GR,8
002648,PAPAS PARA PERRO MAX KRONCH 1 KG,25
000954,PAPAS PRE FRITAS CONGELADAS DEL MONTE 1 KG,10
005192,PAPAS PRE FRITAS CONGELADAS DEL MONTE 500GR,1
004605,PAPAS PRE FRITAS DEL BOSQUE 2.5 KG,1
002667,PAPAS PUNCH CEBOLLA Y PEREJIL MUNCHY 80 GR,20
002666,PAPAS PUNCH CON SAL MUNCHY 150 GR,20
005244,PAPEL ALUMINIO 9 MT,100
001639,PAPEL ALUMINIO ALNAFOL 6.7 MT,24
005074,PAPEL DE ALUMINIO 10 MT,100
004815,PAPEL DE ALUMINIO STANDARD ALCASA FOIL 7 MTS,24
004689,PAPEL HIGIENICO L GRANJA 215 HOJAS,12
001161,PAPEL HIGIENICO ROSAL PLUS PAVECA 180 HOJAS 4 ROLLOS,12
001168,PAPEL HIGIENICO ROSAL PLUS PAVECA 215 HOJAS 4 ROLLOS,12
001163,PAPEL HIGIENICO ROSAL PLUS PAVECA 300 HOJAS 4 ROLLOS,12
001162,PAPEL HIGIENICO ROSAL PLUS PAVECA 400 HOJAS 4 ROLLOS,12
004688,PAPEL HIGIENICO XL GRANJA 400 HOJAS,12
001160,PAPEL HIG/ ROSAL PLUS PAVECA 215 HOJAS 2 ROLLOS,24
003236,PAPELON,24
004429,PAPELON C/ DURAZNO EL TRAPICHE 250 ML,1
004930,PAPELON CON DURAZNO MONTALBAN 115 GR,72
004932,PAPELON CON DURAZNO MONTALBAN 500 GR,20
001560,PAPELON CON LIMON MONTALBAN 115 GR,72
003486,PAPELON CON LIMON MONTALBAN 2 KG,5
001578,PAPELON CON LIMON MONTALBAN 500 GR,20
001562,PAPELON CON LIMON Y HIERBABUENA MONTALBAN 115 GR,72
001561,PAPELON CON LIMON Y JENGIBRE MONTALBAN 115 GR,72
001577,PAPELON NATURAL MONTALBAN 500 GR,20
000148,PAPITA COLOMBIANA KG,1
005090,PAPITAS COLOMBIANAS BDJ 500 GR,1
000139,PARCHITA KG,1
004505,PASA CUB. DE CHOCOLATE ST. MORITZ 40 GR,1
003568,PASSATA DE TOMATE OSOLE 300 GR,1
003722,PASSATA DE TOMATTE KALDINI 680 GR,12
003437,PASTA CARACOL CAPRI PREMIUM 500 GR,12
004118,PASTA CARACOL PREMIUM SINDONI 1 KG,12
001678,PASTA CARACOL PREMIUM SINDONI 500 GR,12
001366,PASTA CODITO PREMIUM CAPRI 1 KG,12
001415,PASTA CODO ALLEGRI 1 KG,12
001420,PASTA CODO HORIZONTE 1 KG,12
001262,PASTA CODO JET RONCO 500 GR,24
003830,PASTA CODO PREMIUM LA ESPECIAL 1 KG,12
003067,PASTA CODO PREMIUM SIKER 500 GR,1
002314,PASTA CORTA A GRANEL 3 KG,1
002963,PASTA CORTA A GRANEL 500 GR,1
000808,PASTA CORTA DEDALES PRIMOR 500 GR,12
000803,PASTA CORTA PLUMITA PRIMOR 500 GR,12
003832,PASTA CORTA TORNILLO PREMIUM LA ESPECIAL 1 KG,12
001235,PASTA DE AJO HEINZ 195 GR,24
000824,PASTA DEDALES EXTRA ESPECIAL PRIMOR 1 KG,12
000807,PASTA DEDALES PRIMOR 1 KG,12
001377,PASTA DEDAL EXTRA ESPECIAL CAPRI 1 KG,12
003436,PASTA DEDALITO CAPRI PREMIUM 1 KG,12
001376,PASTA DEDALITO EXTRA ESPECIAL CAPRI 1 KG,12
003955,PASTA DEDALITO PREMIUM LA ESPECIAL 1 KG,12
003462,PASTA DEDALITO TUBITO # 2 HORIZONTE 1 KG,12
001363,PASTA DEDAL PREMIUM CAPRI 1 KG,12
003831,PASTA DEDAL PREMIUM LA ESPECIAL 1 KG,12
002166,PASTA DEDAL PREMIUM MARY 500 GR,1
001074,PASTA DEDAL RONCO 1 KG,10
001371,PASTA DEDAL VEGETALES CAPRI 500 GR,12
002060,PASTA DE TOMATE ARIAS 200 GR,12
003556,PASTA DE TOMATE ARIAS 500 GR,12
001381,PASTA DE TOMATE DOBLE CONCENTRACION CAPRI 490 GR,12
005022,PASTA DE TOMATE DOYPACK GRANJA 200 GR,28
001219,PASTA DE TOMATE HEINZ 200 GR,24
001220,PASTA DE TOMATE HEINZ 511 GR,12
001682,PASTA DITALINI PREMIUM SINDONI 1 KG,12
001683,PASTA DITALI SINDONI 1 KG,12
000800,PASTA ESPAGUETTI PRIMOR 1 KG,1
000799,PASTA ESPAGUETTI PRIMOR 500 GR,1
004402,PASTA ESPECIALIDAD CINTA CAPRI 500 GR,12
005073,PASTA ESPECIALIDADES FETUCCINI CAPRI 500 GR,12
001369,PASTA ESPECIALIDADES LINGUINI CAPRI 500 GR,1
003443,PASTA ESPECIALIDADES VEGETALES RUEDA CAPRI 500 GR,1
003442,PASTA ESPECILIDAD 3 VEGETALES CAPRI TULIPAN 500 GR,1
004660,PASTA ESPIRAL ALLEGRI 1 KG,1
001677,PASTA ESPIRAL PREMIUM SINDONI 1 KG,1
001680,PASTA ESPIRAL SINDONI 500 GR,1
003441,PASTA FIDEOS CAPRI 250 GR,12
002313,PASTA LARGA A GRANEL 3 KG,1
002761,PASTA LARGA A GRANEL 500 GR,1
000801,PASTA LARGA VERMICELLI PRIMOR 500 GR,12
002817,PASTA LASAGNA GALO 200 GR,28
001370,PASTA LAZO CAPRI 500 GR,12
005203,PASTA LINGUINE COLLEZIONE PREMIUM LA ESPECIAL 500 GR,12
004229,PASTA LINGUINI ALLEGRI 500 GR,1
003438,PASTA LINGUINI ESPECIALIDADES CAPRI 1 KG,12
005028,PASTA LINGUINI PREMIUN SINDONI 500 GR,12
000811,PASTA LINGUINI PRIMOR 1 KG,12
003376,PASTA LINGUINI RONCO 1 KG,12
001687,PASTA MACARRONES PREMIUM SINDONI 500 GR,12
003989,PASTA MACARRON PREMIUN LA ESPECIAL 1 KG,12
000809,PASTA MACARRON PRIMOR 1 KG,1
003434,PASTA NAPOLI VERMICELLI CAPRI 1 KG,1
001368,PASTA ÑOQUI PREMIUM 500 GR,12
001416,PASTA PLUMA ALLEGRI 1 KG,12
001378,PASTA PLUMA EXTRA ESPECIAL CAPRI 1 KG,12
001418,PASTA PLUMA HORIZONTE 1 KG,12
001364,PASTA PLUMA PREMIUM CAPRI 1 KG,12
002161,PASTA PLUMA PREMIUM MARY 500 GR,1
003064,PASTA PLUMA PREMIUM SIKER 500 GR,1
001261,PASTA PLUMA RONCO 500 GR,24
001676,PASTA PLUMA SINDONI 1 KG,12
002170,PASTA PLUMA SUPERIOR MARY 1 KG,1
001372,PASTA PLUMA VEGETALES CAPRI 500 GR,1
000826,PASTA PLUMITA E. ESP PRIMOR 1 KG,12
003979,PASTA PLUMITA PREMIUM LA ESPECIAL 1 KG,12
001681,PASTA PLUMITA PREMIUM SINDONI 500 GR,12
000804,PASTA PLUMITA PRIMOR 1 KG,12
003509,PASTA PLUMITA SINDONI 1 KG,12
003584,PASTA PLUMITAS TRADICIONAL MARY 1 KG,1
003375,PASTA PLUMITA VIT. RONCO 500 GR,1
003435,PASTA PREMIUM SPAGUETTINI CAPRI 1 KG,12
005201,PASTA RIGATONE COLLEZIONE PREMIUM LA ESPECIAL 500 GR,12
001414,PASTA RIGATONI ALLEGRI 1 KG,12
001379,PASTA RIGATONI EXTRA ESPECIAL CAPRI 1 KG,12
001365,PASTA RIGATONI PREMIUM CAPRI 1 KG,12
003873,PASTA RIGATONI PREMIUM LA ESPECIAL 1 KG,12
001259,PASTA RIGATONI RONCO 500 GR,24
003508,PASTA RIGATONI SINDONI 500 GR,12
002175,PASTA SPAGUETTI TRADICIONAL MARY 1 KG,12
003439,PASTA TALLARIN CAPRI 500 GR,12
003440,PASTA TALLARIN CORTO CAPRI 500 GR,12
005204,PASTA TALLARINES PREMIUM LA ESPECIAL 500 GR,12
003512,PASTA TALLARINES SINDONI 500 GR,12
001679,PASTA TORNILLITO PREMIUM SINDONI 500 GR,12
003460,PASTA TORNILLO ALLEGRI 1 KG,12
005200,PASTA TORNILLO COLLEZIONE PREMIUM LA ESPECIAL 500 GR,12
001380,PASTA TORNILLO EXTRA ESPECIAL CAPRI 1 KG,12
000825,PASTA TORNILLO EXTRA ESPECIAL PRIMOR 1 KG,12
001417,PASTA TORNILLO HORIZONTE 1 KG,12
001367,PASTA TORNILLO PREMIUM CAPRI 1 KG,12
002162,PASTA TORNILLO PREMIUM MARY 500 GR,1
003065,PASTA TORNILLO PREMIUM SIKER 500 GR,1
001675,PASTA TORNILLO PREMIUN SINDONI 1 KG,12
000805,PASTA TORNILLO PRIMOR 1 KG,12
001075,PASTA TORNILLO RONCO 1 KG,10
003583,PASTA TORNILLO SUPERIOR MARY 1 KG,1
001373,PASTA TORNILLO VEGETALES CAPRI 500 GR,12
005121,PASTA TUBITO LISO #2 ALLEGRI 1 KG,12
003461,PASTA TUBITO LISO #3 ALLEGRI 1 KG,12
001419,PASTA TUBITO LISO #3 DEDAL HORIZONTE 1 KG,12
001421,PASTA VERMICELLI ALLEGRI 1 KG,12
005202,PASTA VERMICELLI COLLEZIONE PREMIUM LA ESPECIAL 500 GR,12
001375,PASTA VERMICELLI EXTRA ESPECIAL CAPRI 1 KG,12
003997,PASTA VERMICELLI EXTRA ESPECIAL NINO 1 KG,1
000827,PASTA VERMICELLI EXTRA ESPECIAL PRIMOR 1 KG,12
001422,PASTA VERMICELLI HORIZONTE 1 KG,12
001362,PASTA VERMICELLI PREMIUM CAPRI 1 KG,12
003833,PASTA VERMICELLI PREMIUM LA ESPECIAL 1 KG,12
002168,PASTA VERMICELLI PREMIUM MARY 500 GR,1
001684,PASTA VERMICELLI PREMIUM SINDONI 1 KG,12
000802,PASTA VERMICELLI PRIMOR 1 KG,12
001072,PASTA VERMICELLI RONCO 1 KG,12
001260,PASTA VERMICELLI RONCO 500 GR,24
003511,PASTA VERMICELLI SINDONI 500 GR,12
002167,PASTA VERMICELLI SUPERIOR MARY 1 KG,1
002171,PASTA VERMICELLI TRADICIONAL MARY 1 KG,12
003374,PASTA VERMICELLI VITAMINA RONCO 500 GR,1
004088,PASTELITOS DE FRESA TRIGO DE ORO 8 UND,30
004085,PASTELITOS DE GUAYABA MULTIPACK TRIGO DE ORO 8 UND,30
004086,PASTELITOS DE MANZANA TRIGO DE ORO 8 UND,30
004087,PASTELITOS DE PIÑA TRIGO DE ORO 8 UND,30
004946,PASTICHO AL HORNO ESPEC. ALLEGRI 250 GR,12
003994,PASTICHO CAPRI 250 GR,1
003446,PASTICHO DIRECTO AL HORNO CAPRI 250 GR,12
003510,PASTICHO DIRECTO AL HORNO SINDONI 250 GR,12
004330,PASTICHO ESPECIALIDAD NAPOLI CAPRI 250 GR,12
001258,PASTICHO NORMAL RONCO 250 GR,12
004693,PASTILLA LIMPIADORA BRISAS DEL MAR PATO 2 UND 12 GR,12
004076,PASTILLA LIMPIADORA PATO 2 UND 80 GR,12
004836,PASTILLAS LIMPIADORAS PARA SANITARIOS VALE 48 GR,48
004835,PASTILLAS LIMPIADORAS PARA SANITARIOS VALE 96 GR,36
003450,PASTINA ANIMALITOS CAPRI 250 GR,1
003451,PASTINA ARROCITOS CAPRI 250 GR,12
005264,PASTINA FIGURITAS CAPRI 250 GR,12
005263,PASTINA LETRICAS CAPRI 250 GR,12
003032,PATE DE ATUN PICANTE KALDINI 100 GR,16
003033,PATE DE SALMON AHUMADO KALDINI 100 GR,16
000391,PATILLA BEBE KG,1
000173,PATILLA KG,1
003297,PEINE SACA PIOJOS UND,1
000386,PEPINILLO BDJ,1
005238,PEPINILLOS AGRIDULCES REBANADOS NERANO 500 GR,15
000103,PEPINO KG,1
001455,PEPITO MUNDO MARINO FRITO LAY 80 GR,36
000830,PEPITONAS PICANTE MARGARITA 140 GR,35
004381,PEPITO ORIGINAL FRITO LAY 25,1
001471,PEPITO ORIGINAL FRITO LAY 80 GR,36
001472,PEPITO ORIGINAL XXL FRITO LAY 180 GR,9
003943,PERA KG,1
000303,PERA OFERTA UND,1
000262,PERA UND,1
000149,PEREJIL KG,1
000052,PERNIL DE CERDO/PIEL KG,1
002467,PERRARINA ADULTO 7+ LONGEVIDAD XLIFE DOG CHOW 2 KG,6
004591,PERRARINA ADULTO ALTA PROTEINA CARNE-POLLO-HUEVOS DOG CHOW 2 KG,6
000913,PERRARINA ADULTO CARNE CEREAL Y ARROZ K-NINA 2 KG,6
000915,PERRARINA ADULTO CARNE CEREAL Y ARROZ K-NINA 4 KG,5
000917,PERRARINA ADULTO CARNE CON ARROZ K-NINA 8 KG,1
003690,PERRARINA ADULTO CON CARNE XLIFE DOG CHOW 100 GR,15
003982,PERRARINA ADULTO CON CORDERO XLIFE DOG CHOW 100 GR,15
003981,PERRARINA ADULTO CON POLLO PURINA DOG CHOW 100 GR,15
002464,PERRARINA ADULTO M/G CARNE-POLLO DOG CHOW 2 KG,6
002469,PERRARINA ADULTO M/P CARNE-POLLO XLIFE DOG CHOW 2 KG,6
000914,PERRARINA ADULTO POLLO Y VEGETALES K-NINA 2 KG,6
000916,PERRARINA ADULTO POLLO Y VEGETALES K-NINA 4 KG,1
002589,PERRARINA ADULTO RINGO 1 KG,20
002466,PERRARINA ADULTOS CARNE Y POLLO DOG CHOW 8 KG,1
005078,PERRARINA ADULTOS GUARDIAN 4 KG,1
002465,PERRARINA ADULTOS MED/GRND S/C CAR-POLL DOG CHOW 4 KG,6
003972,PERRARINA ADULTOS PRO RINGO 2 KG,1
002462,PERRARINA ADULTOS S/C DOG CHOW 2 KG,1
004592,PERRARINA ADULTOS TRIPLE PROT CAR/POLL/PESC DOG CHOW 2 KG,6
002468,PERRARINA ADULTO WHTCR S/C CONTROL PESO DOG CHOW 2 KG,6
003235,PERRARINA A GRANEL 500 GR,1
004193,PERRARINA CACHORRO CARNE CEREAL ARROZ K-NINA 1 KG,8
000920,PERRARINA CACHORRO CARNE CEREAL Y ARROZ K-NINA 4 KG,1
000919,PERRARINA CACHORRO CARNE CON ARROZ K-NINA 2 KG,6
003983,PERRARINA CACHORRO C/ CARNE PURINA DOG CHOW 100 GR,15
003984,PERRARINA CACHORRO CON POLLO PURINA DOG CHOW 100 GR,15
004492,PERRARINA CACHORRO PEQUEÑO GRAN COMIENZO DOG CHOW 2 KG,6
002588,PERRARINA CACHORRO RINGO 1 KG.,20
002595,PERRARINA CACHORRO RINGO 500 GR,20
004039,PERRARINA CACHORROS MINIS  CARNE Y POLLO PURINA DOG CHOW 2 KG,1
004227,PERRARINA CACHORROS ORIGINAL RINGO 2 KG,1
000819,PERRARINA CARNE SUPER CAN 4 KG,1
004187,PERRARINA CCH/MED/GRND GRAN COMIENZO DOG CHOW 4 KG,6
004761,PERRARINA CCHR M/G EXT. LIFE GRAN. COM DOG CHOW 2KG,6
002461,PERRARINA MINIS CARNE Y POLLO DOG CHOW 2 KG,1
004062,PERRARINA ORIGINAL ADULTOS RINGO 2 KG,1
004814,PERRARINA ORIGINAL ADULTOS RINGO 500 GR,20
002592,PERRARINA PREMIUM DIGESTION AVANZADA RINGO 1 KG,20
003674,PERRARINA PRO ADULTO RINGO 500 GR,20
003974,PERRARINA +PRO CACHORRO RINGO 1 KG,20
000818,PERRARINA SUPER CAN 2 KG,1
000404,PIMENTON AMARILLO KG,1
001335,PIMENTON ESPAÑOL MC CORMICK 65 GR,6
002949,PIMENTON GRANDE KG,1
000108,PIMENTON KG,1
000403,PIMENTON SNACK KG,1
