codigo,descripcion,unidades_por_bulto,unidad_pedido
4644,CREMA DE LICOR AMARULA 1 LT,1,Bulto
2148,CREMA DENTAL ALIENTO FRESCO ALIDENT 100 GR,12,Blister
667,CREMA DENTAL ANTI SARRO COLGATE 100 ML,1,Bulto
668,CREMA DENTAL ANTI SARRO COLGATE 75 ML,12,Bulto
3351,CREMA DENTAL CARBON ACTIVADO LUMINOUS WHITE COLGATE 75 ML,48,Bulto
287,CREMA DENTAL CLEAN MINT COLGATE 100 ML,1,Bulto
642,CREMA DENTAL CLEAN MINT COLGATE 150 ML,1,Bulto
2149,CREMA DENTAL CON BLANQUEADOR ALIDENT 100 GR,96,Bulto
3349,CREMA DENTAL ENCIAS REFORZADAS COLGATE TOTAL 12 75 ML,1,Bulto
2212,CREMA DENTAL EXT. BLANCURA ALIDENT 100 GR,96,Bulto
661,CREMA DENTAL EXTREMA BLANCURA COLGATE 75 ML,48,Bulto
2182,CREMA DENTAL FRESH MINT ALIDENT 100 GR,96,Bulto
4972,CREMA DENTAL GEL AZUL ALIDENT 50 GR,144,Bulto
5008,CREMA DENTAL GEL VERDE ALIDENT 50 GR,144,Bulto
2147,CREMA DENTAL ICE COOL MINT ALIDENT 100 GR,12,Blister
660,CREMA DENTAL LUMINOUS WHITE COLGATE 75 ML,1,Bulto
4959,CREMA DENTAL LUMINOUS WHITE COLGATE 81 GR,48,Bulto
525,CREMA DENTAL MAXIMA FRESCURA KARICIAS 100 GR,1,Bulto
524,CREMA DENTAL MAXIMA LIMPIEZA KARICIAS 100 GR,1,Bulto
664,CREMA DENTAL MAXIMA PROTECCION ANTICARIES COLGATE 60 ML,1,Bulto
527,CREMA DENTAL MAXIMO BLANQUEADOR KARICIAS 3D,1,Bulto
641,CREMA DENTAL MENTA COLGATE 100 ML,72,Bulto
2772,CREMA DENTAL MENTA COLGATE 90 GR,1,Bulto
2387,CREMA DENTAL MENTA TRIPLE ACCION COLGATE 60 ML,1,Bulto
1152,CREMA DENTAL REFRESCANTE PLAX COLGATE 100 ML,72,Bulto
2151,CREMA DENTAL SENSITIVE ALIDENT 100 GR,1,Bulto
4702,CREMA DENTAL TANDY KIDS COLGATE 50 GR,72,Bulto
2146,CREMA DENTAL TRIPLE ACCION ALIDENT 100 GR,12,Blister
4973,CREMA DENTAL TRIPLE ACCION ALIDENT 50 GR,144,Bulto
2211,CREMA DENTAL TRIPLE ACCION ALIDENT 75 GR,1,Bulto
656,CREMA DENTAL TRIPLE ACCION COLGATE 100 ML,72,Bulto
657,CREMA DENTAL TRIPLE ACCION COLGATE 150 ML,72,Bulto
658,CREMA DENTAL TRIPLE ACCION COLGATE 75 ML,72,Bulto
4971,CREMA DENTAL TRIPLE ACCION EXTRA BLANCURA ALIDENT 50 GR,144,Bulto
2400,CREMA DENTAL TRIPLE ACCION EXTRA BLANCURA COLGATE 3PAC,1,Bulto
685,CREMA DENTAL TRIPLE ACCION EXTRA BLANCURA COLGATE 60 ML,1,Bulto
5256,CREMA DENTAL ULTRA FRESH ALIDENT 100 GR,12,Blister
384,CREMA DENTAL VARIAS UND,1,Bulto
4386,CREMA DE PEINAR HIDRATACION PROFUNDA GRANJA 240 ML,12,Bulto
4045,CREMA DE PEINAR PARA NIÑOS EVERY NIGHT 240 ML,12,Bulto
701,CREMA DE PEINAR PROH COMPLEX DRENE 240 ML,12,Bulto
2109,CREMA DE RON BARRICA 700 ML,6,Bulto
4263,CREMA DE ZAPATO NEGRA CHERRY 30 GR,12,Bulto
4262,CREMA DE ZAPATOS MARRON CHERRY 30 GR,12,Bulto
2654,CREMA PARA CHANTILLY SUCREAM 1 LT,12,Bulto
2668,CREMA PARA COCINAR MASTER TOP 1 LT,12,Bulto
618,CREMA PARA PEINAR PANTENE 16 ML,420,Bulto
3637,CREMA PEINAR COLAGENO Y SABILA SAVITAL 275 ML,1,Bulto
2632,CREMA P/ PEINAR CRESPO LISSO INTELIGENTE SOBRE 15 ML,1,Bulto
3502,CREMI SUERO BUFILAT 800 ML,1,Bulto
1967,CRISTALINA AGUA 5LTS,2,Bulto
1531,CROSTATINA DE GUAYABA ONCE ONCE PAQ 6 UND 240 GR,1,Bulto
5004,CRUNCHYCREMA CHOCOLATE FLIPS 200 GR,9,Bulto
4876,CRUNCHYCREMA CHOCOLATE FLIPS 27 GR,120,Bulto
910,CUBITO ARROZ CON POLLO MAGGI 92 GR,48,Bulto
869,CUBITO CALDO DE COSTILLA MAGGI 8 UND 88 GR,48,Bulto
871,CUBITO CALDO DE POLLO MAGGI 16 UND 184 GR,24,Bulto
870,CUBITO DE POLLO MAGGI 8 UND 92 GR,48,Bulto
905,CUBITO MAGGI 70 UND,6,Bulto
3207,CUBITO MAGGI UND,250,Blister
177,CUBITOS CALDO DE POLLO KNORR UND,120,Bulto
901,CUBITOS CALDO DE POLLO MAGGI 12 UND 138 GR,32,Bulto
1500,CUBITOS DE CARNE IBERIA 96 GR,30,Bulto
4008,CUBITO SOFRITO IBERIA 96 GR,30,Bulto
2976,CUP PASTA NOODLES CAMARONES KALDINI 60 GR,24,Bulto
2973,CUP PASTA NOODLES CARNE KALDINI 60 GR,24,Bulto
2974,CUP PASTA NOODLES DE POLLO KALDINI 60 GR,24,Bulto
2975,CUP PASTA NOODLES DE VEGETALES KALDINI 60 GR,24,Bulto
3145,CURCUMA BDJ 250 GR,1,Unidad
1886,DESENGRASANTE TAPA AMARILLA 1 LT,1,Bulto
2016,DESENGRASANTE TK 1 LT,12,Bulto
1908,DESINFECTANTE AIRES NAVIDEÑOS MANZANA Y CANELA MISTOLIN 828 ML,12,Bulto
1907,DESINFECTANTE AIRES NAVIDEÑOS PINO Y ESPECIES MISTOLIN 828 ML,12,Bulto
1903,DESINFECTANTE BEBE MISTOLIN 828 ML,12,Bulto
730,DESINFECTANTE BOSQUE SERENO LAS LLAVES 1 LT,12,Bulto
726,DESINFECTANTE BRISA TROPICAL VINAGRE ACTIVO LAS LLAVES 1 LT,12,Bulto
729,DESINFECTANTE BRISA TROPICAL VINAGRE ACTIVO LAS LLAVES 500 ML,24,Bulto
1902,DESINFECTANTE ESPIRITU JOVEN  MISTOLIN 828 ML,12,Bulto
5294,DESINFECTANTE FLORAL TK 1 LT,12,Bulto
4928,DESINFECTANTE FRESC. RELAJANTE LAS LLAVES 1 LT,12,Bulto
1905,DESINFECTANTE FRESCURA FRUTAL MISTOLIN 828 ML,12,Bulto
3357,DESINFECTANTE LAS LLAVES BOSQUE SERENO 500 ML,24,Bulto
4703,DESINFECTANTE LAVANDA FABULOSO 1 LT,12,Bulto
4804,DESINFECTANTE LAVANDA FABULOSO 500 ML,24,Bulto
5011,DESINFECTANTE LAVANDA TK 1 LT,12,Bulto
1910,DESINFECTANTE LIMON MISTOLIN 828 ML,12,Bulto
725,DESINFECTANTE MAREA CRISTALINA LAS LLAVES 1 LT,12,Bulto
770,DESINFECTANTE MAREA CRISTALINA LAS LLAVES 500 ML,24,Bulto
1911,DESINFECTANTE NARANJA MISTOLIN 828 ML,12,Bulto
1909,DESINFECTANTE REGULAR PINO PINESOL 828 ML,12,Bulto
1904,DESINFECTANTE ROCIO MISTOLIN 828 ML,12,Bulto
1906,DESINFECTANTE SUAVIDAD DE ALGODÓN MISTOLIN 828 ML,12,Bulto
2013,DESINFECTANTE TK 1 LT,12,Bulto
2158,DESODORANTE ACTIVE ALIVE 50 GR,1,Bulto
2159,DESODORANTE AUDAZ ALIVE 50 GR,1,Bulto
702,DESODORANTE BABY PINK EVERY NIGHT 90 GR,12,Bulto
2154,DESODORANTE BAMBOO ALIVE,1,Bulto
4712,DESODORANTE BARRA DERMO LADY SPEED STICK  45 GR,12,Bulto
4714,DESODORANTE BARRA PRO5 LADY SPEED STICK 45 GR,12,Bulto
4711,DESODORANTE BARRA SPEED STICK X5 50 GR,12,Bulto
45,DESODORANTE BARRA SPORT OLD SPICE 85 GR,12,Bulto
4713,DESODORANTE BARRA STAINGUARD SPEED STICK 50 GR,12,Bulto
2157,DESODORANTE CLASSIC ALIVE 50 GR,1,Bulto
2399,DESODORANTE CLINICAL COMPLETE LADY SPEED STICK 30 GR,36,Bulto
3352,DESODORANTE CLINICAL LADY SPEED STICK 9 GR,480,Bulto
2398,DESODORANTE CLINICAL SPEED STICK 30 GR,36,Bulto
4132,DESODORANTE COOL WAVE GILLETTE 150 ML,12,Bulto
4960,DESODORANTE CREMA DRY SPEED STICK 70 GR,18,Bulto
4961,DESODORANTE CREMA POWDER LADY SPEED STICK 70 GR,18,Bulto
638,DESODORANTE CREMA XTREME SPEED STICK 9 GR,432,Bulto
2156,DESODORANTE FLORAL ALIVE 50 GR,1,Bulto
612,DESODORANTE GEL POWDER PROTECT COTTON SECRET 45 GR,12,Bulto
613,DESODORANTE GEL SPECIALIZE GILLETE 45 GR,12,Bulto
2152,DESODORANTE INTENSA ALIVE 50 GR,1,Bulto
654,DESODORANTE LEÑA SPRAY OLD SPICE 96 GR,1,Bulto
703,DESODORANTE NATURELLE EVERY NIGHT 90 GR,12,Bulto
2422,DESODORANTE NORMAL CREMA BALANCE 32 GR,1,Bulto
2155,DESODORANTE OCEANIC ALIVE 50 GR,1,Bulto
617,DESODORANTE POWDER PROTECT COTTON BARRA SECRET 45 GR,1,Bulto
637,DESODORANTE PRACTI-CREMA XTREME NIGHT SPEED STICK 30 GR,36,Bulto
2402,DESODORANTE PRACTI LADY SPEED STICK 30 GR,36,Bulto
2144,DESODORANTE ROLL-ON AUDAZ ALIVE 50 ML,1,Bulto
2203,DESODORANTE ROLL-ON CABALLERO ALIVE 80 ML,1,Bulto
4174,DESODORANTE ROLL-ON COOL WAVE GILLETTE 60 GR,12,Bulto
4755,DESODORANTE ROLL-ON EXTRA PROTECCION X5 SPEED STICK 50 ML,12,Bulto
2145,DESODORANTE ROLL-ON FLORAL ALIVE 50 ML,1,Bulto
4176,DESODORANTE ROLL-ON LEÑA OLD SPICE 52 GR,12,Bulto
4175,DESODORANTE ROLL-ON POWDER PROTECT COTTON SECRET 60 GR,1,Bulto
4173,DESODORANTE ROLL-ON POWER RUSH GILLETTE 60 GR,12,Bulto
4715,DESODORANTE ROLL-ON PRO5 LADY SPEED STICK 50 ML,12,Bulto
210,DESODORANTE SAVE UP TP SECRET 2X73 GR,6,Bulto
635,DESODORANTE SPEED STICK 9 GR,120,Bulto
4716,DESODORANTE SPRAY LADY SPEED STICK PRO5 150 ML / 91 GR,12,Bulto
4710,DESODORANTE SPRAY SPEED STICK X5 150 ML / 91 GR,12,Bulto
636,DESODORANTE TALC CREM 2X1 LADY SPEED STICK 9 GR,432,Bulto
2153,DESODORANTE WOMAN FRESQUISSIMA ALIVE 50 GR,1,Bulto
626,DETERGENTE EN POLVO 10 MULTIBENEFICIOS RINDEX 125 GR,60,Bulto
2221,DETERGENTE EN POLVO 3B+ 1 KG,18,Bulto
2222,DETERGENTE EN POLVO 3B+ 400 GR,45,Bulto
5320,DETERGENTE EN POLVO ACE 2 KG,8,Bulto
4942,DETERGENTE EN POLVO ACE 400 GR,24,Bulto
631,DETERGENTE EN POLVO ACE LIMPIEZA COMPLETA 500 GR,18,Bulto
614,DETERGENTE EN POLVO ACE LIMPIEZA COMPLETA 800 GR,15,Bulto
451,DETERGENTE EN POLVO AMARILLO OSO BLANCO 200 GR,1,Bulto
457,DETERGENTE EN POLVO AMARILLO OSO BLANCO 800 GR,1,Bulto
5321,DETERGENTE EN POLVO ARIEL 2 KG,8,Bulto
452,DETERGENTE EN POLVO AZUL OSO BLANCO 200 GR,1,Bulto
4297,DETERGENTE EN POLVO AZUL T. TIPO ROPA ALIVE 200 GR,50,Bulto
719,DETERGENTE EN POLVO BEBE LAS LLAVES 400 GR,30,Bulto
720,DETERGENTE EN POLVO BEBE LAS LLAVES 900 GR,20,Bulto
5297,DETERGENTE EN POLVO BEBE PREMIO 400 GR,50,Bulto
5296,DETERGENTE EN POLVO BEBE PREMIO 800 GR,25,Bulto
77,DETERGENTE EN POLVO BEBE VALE 400 GR,40,Bulto
80,DETERGENTE EN POLVO BEBE VALE 900 GR,20,Bulto
3338,DETERGENTE EN POLVO BLANCOS DIAMANTE ACE 900 GR,1,Bulto
2188,DETERGENTE EN POLVO BLANQUEADOR ALIVE 1 KG,12,Bulto
2189,DETERGENTE EN POLVO BLANQUEADOR ALIVE 500 GR,24,Bulto
3846,DETERGENTE EN POLVO CARICIAS DE BEBE VALE 400 GR,40,Bulto
3576,DETERGENTE EN POLVO CARICIAS DE BEBE VALE 900 GR,20,Bulto
4943,DETERGENTE EN POLVO C/ TOQUE DOWNY ARIEL 800 GR,15,Bulto
610,DETERGENTE EN POLVO DOBLE PODER ARIEL 850 GR,1,Bulto
3823,DETERGENTE EN POLVO EXPERIENCIA CITRICA VALE 400 GR,40,Bulto
3575,DETERGENTE EN POLVO EXPERIENCIA CITRICA VALE 900 GR,20,Bulto
2204,DETERGENTE EN POLVO FLORAL ALIVE 1 KG,12,Bulto
2209,DETERGENTE EN POLVO FLORAL ALIVE 200 GR,1,Bulto
2205,DETERGENTE EN POLVO FLORAL ALIVE 500 GR,24,Bulto
711,DETERGENTE EN POLVO FLORAL LAS LLAVES 400 GR,30,Bulto
712,DETERGENTE EN POLVO FLORAL LIMPIEZA EFECTIVA LAS LLAVES 900 GR,20,Bulto
459,DETERGENTE EN POLVO FLORAL OSO BLANCO 1 KG,1,Bulto
731,DETERGENTE EN POLVO FRAGANCIA CITRICA MULTI CLEAN 400 GR,30,Bulto
732,DETERGENTE EN POLVO FRAGANCIA CITRICA MULTI CLEAN 900 GR,20,Bulto
737,DETERGENTE EN POLVO FRAGANCIA FLORAL LAS LLAVES 900 ML,1,Bulto
733,DETERGENTE EN POLVO FRAGANCIA FLORAL MULTI CLEAN 400 GR,30,Bulto
734,DETERGENTE EN POLVO FRAGANCIA FLORAL MULTI CLEAN 900 GR,20,Bulto
735,DETERGENTE EN POLVO FRESCURA PRIMAVERA LAS LLAVES 400 GR,30,Bulto
736,DETERGENTE EN POLVO FRESCURA PRIM. LAS LLAVES 900 GR,20,Bulto
2201,DETERGENTE EN POLVO LIMON ALIVE 1 KG,12,Bulto
2202,DETERGENTE EN POLVO LIMON ALIVE 500 GR,24,Bulto
709,DETERGENTE EN POLVO LIMON LAS LLAVES 400 GR,30,Bulto
710,DETERGENTE EN POLVO LIMON LAS LLAVES 900 GR,20,Bulto
3824,DETERGENTE EN POLVO MAXIMO PODER VALE 400 GR,40,Bulto
3577,DETERGENTE EN POLVO MAXIMO PODER VALE 900 GR,20,Bulto
2223,DETERGENTE EN POLVO OXY 1 KG,18,Bulto
2103,DETERGENTE EN POLVO OXY 400 GR,45,Bulto
2210,DETERGENTE EN POLVO PERLAS BLANQUEADOR ALIVE 200 GR,1,Bulto
2207,DETERGENTE EN POLVO PERLAS BLANQUEADOR ALIVE 500 GR,24,Bulto
2206,DETERGENTE EN POLVO PERLAS BLANQUEADORAS ALIVE 1 KG,12,Bulto
4937,DETERGENTE EN POLVO PODER Y CUIDADO ARIEL 400 GR,24,Bulto
4936,DETERGENTE EN POLVO PODER Y CUIDADO  ARIEL 800 GR,15,Bulto
498,DETERGENTE EN POLVO PREMIO 400 GR,50,Bulto
499,DETERGENTE EN POLVO PREMIO 800 GR,25,Bulto
4376,DETERGENTE EN POLVO REGULAR ACE 4 KG,1,Bulto
3341,DETERGENTE EN POLVO REGULAR ACE 5 KG,3,Bulto
632,DETERGENTE EN POLVO REGULAR ARIEL 500 GR,18,Bulto
2192,DETERGENTE EN POLVO SUAVIZANTE ALIVE 1 KG,12,Bulto
2208,DETERGENTE EN POLVO SUAVIZANTE ALIVE 200 GR,1,Bulto
2191,DETERGENTE EN POLVO SUAVIZANTE ALIVE 500 GR,24,Bulto
615,DETERGENTE EN POLVO TOQUE DE DOWNY ARIEL 750 GR,1,Bulto
450,DETERGENTE EN POLVO VERDE OSO BLANCO 200 GR,1,Bulto
721,DETERGENTE LIQUIDO BEBE LAS LLAVES 1 LT,12,Bulto
4864,DETERGENTE LIQUIDO BEBE WOOLITE 900 ML,12,Bulto
727,DETERGENTE LIQUIDO DELI LAS LLAVES 525 ML,12,Bulto
4863,DETERGENTE LIQUIDO PROTECCION Y CUIDADO WOOLITE 900 ML,12,Bulto
4862,DETERGENTE LIQUIDO ROPA OSCURA WOOLITE 900 ML,12,Bulto
2015,DETERGENTE LIQUIDO TK 1 LT,12,Bulto
5273,DETERGENTE POLVO LIMP. ACTIVA CITRICA LAS LLAVES 400 GR,30,Bulto
5272,DETERGENTE POLVO LIMP. ACTIVA CITRICA LAS LLAVES 900 GR,20,Bulto
5271,DETERGENTE POLVO LIMP. ACTIVA FLORAL LAS LLAVES 400 GR,30,Bulto
5258,DETERGENTE POLVO LIMP. ACTIVA FLORAL LAS LLAVES 900 GR,20,Bulto
1467,DETODITO RESUELTO FRITO LAY 130 GR,1,Bulto
4380,DE TODITO RESUELTO FRITO LAY 45 GR,1,Bulto
5083,DE TODITO RESUELTO PLUS FRITO LAY 110 GR,18,Bulto
1466,DE TODITO RESUELTO XXL FRITO LAY 400 GR,1,Bulto
1803,DIABLITOS EMPAQUE ALUMINIO UNDERWOOD 50 GR,48,Bulto
1097,DIABLITOS UNDERWOOD 100 GR,24,Bulto
1106,DIABLITOS UNDERWOOD 115 GR,24,Bulto
1090,DIABLITOS UNDERWOOD 54 GR,24,Bulto
1445,DORITO FLAMING HOT FRITO LAY 140 GR,16,Bulto
4968,DORITOS DINAMITA FLAMING HOT FRITO LAY 150 GR,24,Bulto
4326,DORITOS DINAMITA LIMON TAQUERO FRITO LAY 150 GR,24,Bulto
1443,DORITOS MEGA QUESO FRITO LAY 150 GR,20,Bulto
4379,DORITOS MEGA QUESO FRITO LAY 45 GR,1,Bulto
1456,DORITOS MEGA QUESO XXL FRITO LAY 420 GR,8,Bulto
229,DURAZNO KG,30,Cesta
1437,ENCURTIDOS EN VINAGRE EUREKA 200 GR,24,Bulto
4554,ENDULZANTE 0 CAL. MONTALBAN 400 GR,4,Bulto
4925,ENDULZANTE LIQUIDO SPLENDA 50 ML,12,Bulto
1567,ENDULZANTE MONTALBAN 0 CALORIAS 48 GR,12,Bulto
1576,ENDULZANTE MONTALBAN 112 GR,12,Bulto
1575,ENDULZANTE MONTALBAN 500 GR,20,Bulto
549,ENDULZANTE ORIGINAL SPLENDA 100 SOBRES,12,Bulto
4744,ENDULZANTE ORIGINAL SPLENDA 200 SOBRES,12,Bulto
547,ENDULZANTE ORIGINAL SPLENDA 25 SOBRES,24,Bulto
548,ENDULZANTE ORIGINAL SPLENDA 50 SOBRES,12,Bulto
4745,ENDULZANTE ORIGINAL SPLENDA 700 SOBRES,1,Bulto
4708,ENJUAGUE BUCAL PLAX ICE COLGATE 250 ML,12,Bulto
5013,ENJUAGUE BUCAL PLAX ICE COLGATE 500 ML,12,Bulto
4707,ENJUAGUE BUCAL PLAX ICE INFINITY COLGATE 500 ML,12,Bulto
3908,ENVOPLAST ENVOLTURA PLASTICA EURO FILM UND,1,Bulto
528,ENVOPLAST ENVOLTURA PLASTICA UMIZ 35 MT,1,Bulto
4211,ENVOPLAST WYNWOOD 30 X 30 CM,24,Bulto
2677,ESPARRAGO KG,1,Kg
299,ESPINACA KG,1,Bulto
3180,ESPINACAS PAQUETE,1,Unidad
5268,ESPIRAL REPELENTE LANJU 5 UND,1,Bulto
3123,ESPONJA BRILLANTES,1,Bulto
588,ESPONJA DE ALAMBRE 4 UND,1,Bulto
2197,ESPONJA  DOBLE USO ALICLEAN,10,Blister
5037,ESPONJA DOBLE USO SALVA UÑAS TK,30,Bulto
4828,ESPONJA DOBLE USO TK,30,Bulto
3326,ESPONJA DOBLE USO VRAL,1,Bulto
485,ESPONJA MULTIUSO SCOUR POWER UND,1,Bulto
5036,ESPONJA MULTIUSOS PLATEADA TK,30,Bulto
1584,ESPONJAS DE JABON LUSTRILLO 5 UND,1,Bulto
4029,ESPUMA DE AFEITAR GILLETTE 311 GR,12,Bulto
4788,ESPUMA DE CARNAVAL 1000 ML,1,Bulto
2345,ESPUMA DE CARNAVAL 1500 ML,1,Bulto
4128,ESPUMA PARA AFEITAR CARBONO GILLETTE 150 GR,12,Bulto
3694,EXTRACTO DE TOMATE OLE 340 GR,24,Bulto
3567,EXTRACTO DE TOMATE OSOLE 300 GR,1,Bulto
1023,FANTASIA FRUTY AROS LIGHT 240 GR,1,Bulto
3843,FIDEO CREMOSO FRAGO EXPRESS RENTA 80 GR,1,Bulto
3844,FIDEO CREMOSO PICANHA EXPRESS RENATA 80 GR,1,Bulto
3698,FIDEO EXPRESS GALLINA RENATA 85 GR,50,Bulto
3701,FIDEO EXPRESS QUESO RENATA 88 GR,50,Bulto
3700,FIDEO EXPRESS VERDURAS RENATA 85 GR,50,Bulto
5120,FIDEOS CORTADOS ALLEGRI 500 GR,12,Bulto
3699,FIDEOS DE CARNE EXPRESS RENATA 85 GR,50,Bulto
3,FILET DE PECHUGA DEL CORRAL KG,1,Bulto
3158,FILET DE POLLO KG,1,Bulto
1247,FLAN SIN CARAMELO SONRISA 46 GR,48,Bulto
4934,FLAN SIN CARAMELO SONRISSA 92 GR,24,Bulto
1716,FLAQUITO AVELLANA NEVADO ST. MORIZT 30 GR,144,Bulto
1714,FLAQUITO AVELLANA ST. MORIZT 30 GR,144,Bulto
1744,FLAQUITO FRESA ESTUCHE 5X30 GR,24,Bulto
1720,FLAQUITO RELLENO DE AVELLANA NEVADO ST. MORITZ 2 UND 30 GR,40,Bulto
1715,FLAQUITO RELLENO DE AVELLANA ST. MORITZ 2 UND 30 GR,40,Bulto
3183,FLOR DE JAMAICA PAQUETE,1,Unidad
1762,FORORO ENDULZADO LA LUCHA 900 GR,1,Bulto
1582,FORORO KEL 225 GR,24,Bulto
1761,FORORO LA LUCHA 900 GR,1,Bulto
3300,FOSFORO CABALLO ROJO,288,Bulto
3287,FRAMBUESAS BDJ,1,Unidad
4559,FRANGELICO 1 LT,12,Bulto
185,FRESAS BANDEJA,1,Unidad
556,FRESAS COLONIA TOVAR BDJ,1,Bulto
331,FRESAS KG,1,Bulto
507,FRESAS - MORAS BDJ,1,Bulto
3208,FRIJOL BAYO A GRANEL 500 GR,1,Bulto
4784,FRIJOL PICO NEGRO EL MAIZALITO 400 GR,30,Bulto
3653,FRUTICAS SURTIDAS COLOMBINA 100 UND,16,Bulto
3878,FRUVER CESTAS 1.5,1,Bulto
4692,FRUVER CESTAS 1.8,1,Bulto
3879,FRUVER CESTAS 2.2,1,Bulto
3880,FRUVER CESTAS 2.50,1,Bulto
4829,GALLETA BOM BOM CHARMY CALEDONIA 192 GR,1,Bulto
4106,GALLETA BROWNIE CHARMY CALEDONIA 192 GR,1,Bulto
1395,GALLETA CHARMY NARANJA IMPORT. CALEDONIA 192 GR,24,Bulto
2285,GALLETA CHIPS AHOY CHOCOLATE NABISCO 168 GR (NO USAR),1,Bulto
4319,GALLETA CHOC/AVELLANA CARLTON SAMBA 32 GR,1,Bulto
4604,GALLETA CHOCO CHOCO TIP TOP 96 GR,1,Bulto
4127,GALLETA CHOCOLATE MARILU PUIG 18 GR,1,Bulto
2406,GALLETA CHOCOLATE MUUU 408 GR,24,Bulto
4811,GALLETA CHOCOLATE OREO BOOM 216 GR,1,Bulto
4770,GALLETA CHOCOLATE OREO LATA 288 GR,1,Bulto
3951,GALLETA CHOCOLATE VINOTINTO OREO 192 GR,1,Bulto
762,GALLETA CLUB SOCIAL NABISCO 156 GR,1,Bulto
2303,GALLETA CLUB SOCIAL NVA ORIGINAL NABISCO 156 GR,30,Bulto
2853,GALLETA COKIES CHOCOLATE VITARELA 80 GR,1,Bulto
4117,GALLETA DE CHOCOLATE FESTIVAL UND 33.6 GR,1,Bulto
4368,GALLETA DE CHOCOLATE MOST. OREO DISPLAY (NO USAR),1,Bulto
4436,GALLETA DE CHOCOLATE NAVIDAD OREO 96 GR,56,Bulto
4390,GALLETA DE CHOCOLATE TIPO AMERICANO NAVIDAD OREO 192,28,Bulto
4391,GALLETA DE CHOCOLATE WHITE FUDGE OREO 192 GR,26,Bulto
5082,GALLETA DE LIMON FESTIVAL 201.6 GR,36,Bulto
5315,GALLETA DE MANTEQUILLA MIX 114 GR WYNCO,24,Bulto
5316,GALLETA DE MANTEQUILLA MIX 270 GR WYNCO,12,Bulto
4435,GALLETA FRESA MOSTRADOR OREO 48 GR,128,Bulto
1628,GALLETA FRUTICAS MULTIPACK TRIGO DE ORO 150 GR,30,Bulto
1631,GALLETA FRUTICAS TRIGO DE ORO 90 GR,1,Bulto
1139,GALLETA KATY VAINILLA 128 GR,1,Bulto
1150,GALLETA KATY VAINILLA UND 32 GR,1,Bulto
2174,GALLETA MARIA CALEDONIA 168 GR,1,Bulto
4138,GALLETA MARIA EXTRA FINA PUIG 235 GR,24,Bulto
4906,GALLETA MARIA ITALIA 150 GR,1,Bulto
1123,GALLETA MARIA MINI PUIG 200 GR,16,Bulto
4126,GALLETA MARILU CHOCOLATE 324 GFR,1,Bulto
1121,GALLETA MARILU CHOCOLATE PUIG 216 GR,24,Bulto
1147,GALLETA MARILU MINI CHOCOLATE PUIG 100 GR,24,Bulto
5270,GALLETA MARILU VAINILLA 18 GR,144,Bulto
1118,GALLETA MARILU VAINILLA PUIG 216 GR,24,Bulto
1119,GALLETA MARILU VAINILLA PUIG DISPLEY 24 UND,6,Bulto
1317,GALLETA MINI CANELITAS 300 GR,1,Bulto
933,GALLETA MINI SUSY SAVOY NESTLE 25 GR,432,Bulto
4031,GALLETA OREO CHOCOLATE VINOTINTO 96 GR,1,Bulto
2312,GALLETA OREO DE FRESA 36 GR,24,Bulto
2308,GALLETA OREO DE FRESA 6 UND 216 GR,1,Bulto
1624,GALLETA PUNTO ROJO TRIGO DE ORO 24 UND,1,Bulto
2418,GALLETA RECREO FESTIVAL 648 GR,1,Bulto
2419,GALLETA RECREO FESTIVAL  UND 54 GR,1,Bulto
2622,GALLETAS 3 TACOS SALRICAS 282 GR,1,Bulto
2634,GALLETAS 3 TACOS SALTITACOS 305 GR,1,Bulto
2623,GALLETAS 5 TACOS SALRICAS 470 GR,1,Bulto
2626,GALLETAS 7 TACOS SALRICAS 590 GR,1,Bulto
2840,GALLETA SANDWICH CHOCO/VAINILLA RENATA 112 GR,36,Bulto
1394,GALLETAS CHARMY CHOCOLATE CALEDONIA 192 GR,24,Bulto
1393,GALLETAS CHARMY FRESA CALEDONIA 192 GR,24,Bulto
1391,GALLETAS CHARMY MOKA CALEDONIA 192 GR,24,Bulto
1392,GALLETAS CHARMY VAINILLA CALEDONIA 192 GR,24,Bulto
760,GALLETAS CHIPS AHOY NABISCO 168 GR,32,Bulto
745,GALLETAS CHIPS TODDY 24 GR,1,Bulto
3822,GALLETAS CHIQUILIN CINNAMON PUIG 200 GR,1,Bulto
1297,GALLETAS CHOCO CHOCO TOMA 2 4 UND 45 GR,1,Bulto
2808,GALLETAS CHOCOLATE BLANCO TORTHINAS ISABELA 140 GR,50,Bulto
945,GALLETAS CHOCOLATE MINI SAMBA 35 UND 560 GR,8,Bulto
4147,GALLETAS CHOCOMANIA CALEDONIA 192 GR,24,Bulto
4320,GALLETAS CHOCOTRIO SABOR A CHOCOLATE NESTLE 90 GR,48,Bulto
4773,GALLETAS CHOCO/VAINILLA DUO 180 GR,1,Bulto
4884,GALLETAS CLUB SOCIAL INTEGRAL MULTICEREAL NABISCO 156 GR,30,Bulto
2304,GALLETAS CLUB SOCIAL INTEGRAL NABISCO 156 GR,30,Bulto
5075,GALLETAS CLUB SOCIAL INTEGRAL NABISCO 234 GR,20,Bulto
3808,GALLETAS CLUB SOCIAL ORIGINAL NABISCO 234 GR,20,Bulto
1626,GALLETAS COCADITAS MULTIPACK TRIGO DE ORO 150 GR,30,Bulto
